vendor	family	codeName	model	date	clock	maxClock	mips	threadsPerCore	cores	thermalPower	busWidth	transistors	dieSize	arch:name	arch:isa	arch:isaVersion	arch:isaExtensions	arch:fpPipestages	arch:intPipestages	arch:maxUopIssuedPerCycle	arch:ifu	arch:lsfu	arch:fpfu	arch:tfu	arch:maxInstDecoded	arch:robSize	arch:iwindow	arch:ifQueue	arch:bhtSize	arch:btbSize	arch:bpAcc	arch:archIntReg	arch:archFpReg	arch:totalArchReg	arch:fpCoproc	arch:outOfOrder	arch:memoryBw	arch:integratedMc	technology:name	technology:year	technology:technology	technology:featureSize	technology:channelLength	technology:metalLayers	technology:metal	technology:vddNom	technology:vth	cache:L1	cache:L1I	cache:L1D	cache:L2	cache:L2Cores	cache:L3	cache:L3Cores	vdd:low	vdd:high
Intel	Pentium 4	Prescott 2M	630		3000			2	1					NetBurst:Prescott	x86-32		SSE3		31	6	3	2	2	7	1	126			4096			128	128	256		1	6400	1	P1262	2003	CMOS	0.09	0.053	7							1024	2				
Intel	Pentium 4	Cedar Mill	631		3000			2	1					NetBurst:Cedar Mill	x86-32		SSE3		31	6	3	2	2	7	1	126			4096			128	128	256		1	6400	1	P1264	2005	CMOS	0.065	0.035	8							1024	2				
Intel	Pentium 4	Prescott 2M	640		3200			2	1					NetBurst:Prescott	x86-32		SSE3		31	6	3	2	2	7	1	126			4096			128	128	256		1	6400	1	P1262	2003	CMOS	0.09	0.053	7							1024	2				
Intel	Pentium 4	Prescott 2M	650		3400			2	1					NetBurst:Prescott	x86-32		SSE3		31	6	3	2	2	7	1	126			4096			128	128	256		1	6400	1	P1262	2003	CMOS	0.09	0.053	7							1024	2				
Intel	Pentium 4	Cedar Mill	651		3400			2	1					NetBurst:Cedar Mill	x86-32		SSE3		31	6	3	2	2	7	1	126			4096			128	128	256		1	6400	1	P1264	2005	CMOS	0.065	0.035	8							1024	2				
Intel	Pentium 4	Prescott 2M	660		3600			2	1	115				NetBurst:Prescott	x86-32		SSE3		31	6	3	2	2	7	1	126			4096			128	128	256		1	6400	1	P1262	2003	CMOS	0.09	0.053	7							1024	2				
Intel	Pentium 4	Prescott 2M	670	2005-12-01	3800			2	1	115		169	135	NetBurst:Prescott	x86-32		SSE3		31	6	3	2	2	7	1	126			4096			128	128	256		1	6400	1	P1262	2003	CMOS	0.09	0.053	7							1024	2			1.5	1.5
Intel	Pentium 4	Willamette		2000-11-01	1500			1	1	52	32	42	217	NetBurst:Willamette	x86-32		SSE2		20	6	3	2	2	7	1	126			4096	4096		128	128	256		1	3200	1	P858	1999	CMOS	0.18	0.13	6							1024	2			1.7	1.7
Intel	Pentium 4	Willamette		2001-09-01	2000			1	1	57			217	NetBurst:Willamette	x86-32		SSE2		20	6	3	2	2	7	1	126			4096	4096		128	128	256		1	3200	1	P858	1999	CMOS	0.18	0.13	6							1024	2			1.7	1.7
Intel	Pentium 4	Northwood		2002-01-01	2200			1	1	55		55	145	NetBurst:Northwood	x86-32		SSE2		20	6	3	2	2	7	1	126			4096	4096		128	128	256		1	3200	1	Px60	2002	CMOS	0.13	0.07	6							1024	2			1.5	1.5
Intel	Pentium 4	Northwood			2260			1	1					NetBurst:Northwood	x86-32		SSE2		20	6	3	2	2	7	1	126			4096	4096		128	128	256		1	3200	1	Px60	2002	CMOS	0.13	0.07	6							1024	2				
Intel	Pentium 4	Northwood		2002-04-02	2400			1	1	59.8				NetBurst:Northwood	x86-32		SSE2		20	6	3	2	2	7	1	126			4096	4096		128	128	256		1	3200	1	Px60	2002	CMOS	0.13	0.07	6							1024	2				
Intel	Pentium 4	Northwood		2002-05-01	2533			1	1	59			131	NetBurst:Northwood	x86-32		SSE2		20	6	3	2	2	7	1	126			4096	4096		128	128	256		1	3200	1	Px60	2002	CMOS	0.13	0.07	6							1024	2			1.5	1.5
Intel	Pentium 4	Northwood			2600			1	1					NetBurst:Northwood	x86-32		SSE2		20	6	3	2	2	7	1	126			4096	4096		128	128	256		1	3200	1	Px60	2002	CMOS	0.13	0.07	6							1024	2				
Intel	Pentium 4	Northwood			2800			1	1					NetBurst:Northwood	x86-32		SSE2		20	6	3	2	2	7	1	126			4096	4096		128	128	256		1	3200	1	Px60	2002	CMOS	0.13	0.07	6							1024	2				
Intel	Pentium 4	Northwood		2002-11-01	3000			1	1	73			131	NetBurst:Northwood	x86-32		SSE2		20	6	3	2	2	7	1	126			4096	4096		128	128	256		1	3200	1	Px60	2002	CMOS	0.13	0.07	6							1024	2			1.5	1.5
Intel	Pentium 4	Northwood			3200			2	1					NetBurst:Northwood	x86-32		SSE2		20	6	3	2	2	7	1	126			4096	4096		128	128	256		1	3200	1	Px60	2002	CMOS	0.13	0.07	6							1024	2				
Intel	Pentium 4	Northwood			3400			2	1					NetBurst:Northwood	x86-32		SSE2		20	6	3	2	2	7	1	126			4096	4096		128	128	256		1	3200	1	Px60	2002	CMOS	0.13	0.07	6							1024	2				
Intel	Pentium 4 EE	Prescott 2M		2005-02-21	3733			2	1	109		169	135	NetBurst:Prescott	x86-32		SSE3		31	6	3	2	2	7	1	126			4096			128	128	256		1	6400	1	P1262	2003	CMOS	0.09	0.053	7							1024	2			1.5	1.5
Intel	Pentium 4 EE	Prescott 2M			3800			1	1					NetBurst:Prescott	x86-32		SSE3		31	6	3	2	2	7	1	126			4096			128	128	256		1	6400	1	P1262	2003	CMOS	0.09	0.053	7							1024	2				
Intel	Pentium D	Smithfield	805	2005-12-01	2667			1	2	95	64	230	206	NetBurst:Smithfield	x86-32		SSE3		31	6	3	2	2	7	1	126			4096			128	128	256		1	6400	1	P1262	2003	CMOS	0.09	0.053	7							1024	2			1.2	1.4
Intel	Pentium D	Smithfield	820		2800			1	2					NetBurst:Smithfield	x86-32		SSE3		31	6	3	2	2	7	1	126			4096			128	128	256		1	6400	1	P1262	2003	CMOS	0.09	0.053	7							1024	2				
Intel	Pentium D	Smithfield	840		3200			1	2					NetBurst:Smithfield	x86-32		SSE3		31	6	3	2	2	7	1	126			4096			128	128	256		1	6400	1	P1262	2003	CMOS	0.09	0.053	7							1024	2				
Intel	Pentium D	Presler	920	2006-01-01	2800			1	2	95	64	376	162	NetBurst:Presler	x86-32		SSE3		31	6	3	2	2	7	1	126			4096			128	128	256		1	6400	1	P1264	2005	CMOS	0.065	0.035	8							1024	2			1.2	1.3375
Intel	Pentium D	Presler	925	2006-10-01	3000			1	2	95	64	376	162	NetBurst:Presler	x86-32		SSE3		31	6	3	2	2	7	1	126			4096			128	128	256		1	6400	1	P1264	2005	CMOS	0.065	0.035	8							1024	2			1.2	1.3375
Intel	Pentium D	Presler	930	2006-01-01	3000			1	2	95	64	376	162	NetBurst:Presler	x86-32		SSE3		31	6	3	2	2	7	1	126			4096			128	128	256		1	6400	1	P1264	2005	CMOS	0.065	0.035	8							1024	2			1.2	1.3375
Intel	Pentium D	Presler	940	2006-01-01	3200			1	2	95	64	376	162	NetBurst:Presler	x86-32		SSE3		31	6	3	2	2	7	1	126			4096			128	128	256		1	6400	1	P1264	2005	CMOS	0.065	0.035	8							1024	2			1.2	1.3375
Intel	Pentium D	Presler	945	2006-07-01	3400			1	2	95	64	376	162	NetBurst:Presler	x86-32		SSE3		31	6	3	2	2	7	1	126			4096			128	128	256		1	6400	1	P1264	2005	CMOS	0.065	0.035	8							1024	2			1.2	1.3375
Intel	Pentium D	Presler	950	2006-01-01	3400			1	2	95	64	376	162	NetBurst:Presler	x86-32		SSE3		31	6	3	2	2	7	1	126			4096			128	128	256		1	6400	1	P1264	2005	CMOS	0.065	0.035	8							1024	2			1.2	1.3375
Intel	Pentium D	Presler	960	2006-05-01	3600			1	2	95	64	376	162	NetBurst:Presler	x86-32		SSE3		31	6	3	2	2	7	1	126			4096			128	128	256		1	6400	1	P1264	2005	CMOS	0.065	0.035	8							1024	2			1.2	1.3375
Intel	Pentium EE	Presler	955		3466			2	2					NetBurst:Presler	x86-32		SSE3		31	6	3	2	2	7	1	126			4096			128	128	256		1	6400	1	P1264	2005	CMOS	0.065	0.035	8							1024	2				
Intel	Pentium EE	Presler	965		3733			2	2					NetBurst:Presler	x86-32		SSE3		31	6	3	2	2	7	1	126			4096			128	128	256		1	6400	1	P1264	2005	CMOS	0.065	0.035	8							1024	2				
Intel	Pentium II	Klamath			233			1	1					P6:Pentium II	x86-32		MMX		14							40				512		40				1		1		1997	CMOS	0.28									1024	2			2.8	2.8
Intel	Pentium II	Klamath			266			1	1					P6:Pentium II	x86-32		MMX		14							40				512		40				1		1		1997	CMOS	0.28									1024	2			2.8	2.8
Intel	Pentium II	Klamath		1997-05-01	300			1	1	12	32	7.5	203	P6:Pentium II	x86-32		MMX		14							40				512		40				1		1		1997	CMOS	0.28									1024	2			2.8	2.8
Intel	Pentium II	Deschutes		1998-01-01	333			1	1	14			113	P6:Pentium II	x86-32		MMX		14							40				512		40				1		1	P856	1997	CMOS	0.25	0.2	5							1024	2			2	2
Intel	Pentium II	Deschutes			350			1	1					P6:Pentium II	x86-32		MMX		14							40				512		40				1		1	P856	1997	CMOS	0.25	0.2	5							1024	2				
Intel	Pentium II	Deschutes			400			1	1					P6:Pentium II	x86-32		MMX		14							40				512		40				1		1	P856	1997	CMOS	0.25	0.2	5							1024	2				
Intel	Pentium II	Deschutes			450			1	1					P6:Pentium II	x86-32		MMX		14							40				512		40				1		1	P856	1997	CMOS	0.25	0.2	5							1024	2				
Intel	Pentium III	Coppermine		2000-03-01	1000			1	1	22			90	P6:Pentium III	x86-32				10											512		40				1		1	P858	1999	CMOS	0.18	0.13	6							1024	2			1.7	1.7
Intel	Pentium III	Coppermine			1100			1	1					P6:Pentium III	x86-32				10											512		40				1		1	P858	1999	CMOS	0.18	0.13	6							1024	2				
Intel	Pentium III	Coppermine			1113			1	1					P6:Pentium III	x86-32				10											512		40				1		1	P858	1999	CMOS	0.18	0.13	6							1024	2				
Intel	Pentium III	Coppermine			1130			1	1					P6:Pentium III	x86-32				10											512		40				1		1	P858	1999	CMOS	0.18	0.13	6							1024	2				
Intel	Pentium III	Coppermine			1133			1	1					P6:Pentium III	x86-32				10											512		40				1		1	P858	1999	CMOS	0.18	0.13	6							1024	2				
Intel	Pentium III	Tualatin			1200			1	1					P6:Pentium III	x86-32				10											512		40				1		1	Px60	2002	CMOS	0.13	0.07	6							1024	2				
Intel	Pentium III	Tualatin			1266			1	1					P6:Pentium III	x86-32				10											512		40				1		1	Px60	2002	CMOS	0.13	0.07	6							1024	2				
Intel	Pentium III	Tualatin			1400			1	1					P6:Pentium III	x86-32				10											512		40				1		1	Px60	2002	CMOS	0.13	0.07	6							1024	2				
Intel	Pentium III	Katmai			450			1	1					P6:Pentium III	x86-32				10											512		40				1		1	P856	1997	CMOS	0.25	0.2	5							1024	2				
Intel	Pentium III	Katmai		1999-02-01	500			1	1	19	32	9.5	128	P6:Pentium III	x86-32				10											512		40				1		1	P856	1997	CMOS	0.25	0.2	5							1024	2			2	2
Intel	Pentium III	Katmai			550			1	1					P6:Pentium III	x86-32				10											512		40				1		1	P856	1997	CMOS	0.25	0.2	5							1024	2				
Intel	Pentium III	Katmai			600			1	1					P6:Pentium III	x86-32				10											512		40				1		1	P856	1997	CMOS	0.25	0.2	5							1024	2				
Intel	Pentium III	Coppermine			650			1	1					P6:Pentium III	x86-32				10											512		40				1		1	P858	1999	CMOS	0.18	0.13	6							1024	2				
Intel	Pentium III	Coppermine			667			1	1					P6:Pentium III	x86-32				10											512		40				1		1	P858	1999	CMOS	0.18	0.13	6							1024	2				
Intel	Pentium III	Coppermine			700			1	1					P6:Pentium III	x86-32				10											512		40				1		1	P858	1999	CMOS	0.18	0.13	6							1024	2				
Intel	Pentium III	Coppermine		1999-10-01	733			1	1	16		28	106	P6:Pentium III	x86-32				10											512		40				1		1	P858	1999	CMOS	0.18	0.13	6							1024	2			1.65	1.65
Intel	Pentium III	Coppermine			750			1	1					P6:Pentium III	x86-32				10											512		40				1		1	P858	1999	CMOS	0.18	0.13	6							1024	2				
Intel	Pentium III	Coppermine			800			1	1					P6:Pentium III	x86-32				10											512		40				1		1	P858	1999	CMOS	0.18	0.13	6							1024	2				
Intel	Pentium III	Coppermine			850			1	1					P6:Pentium III	x86-32				10											512		40				1		1	P858	1999	CMOS	0.18	0.13	6							1024	2				
Intel	Pentium III	Coppermine			866			1	1					P6:Pentium III	x86-32				10											512		40				1		1	P858	1999	CMOS	0.18	0.13	6							1024	2				
Intel	Pentium III	Coppermine			933			1	1					P6:Pentium III	x86-32				10											512		40				1		1	P858	1999	CMOS	0.18	0.13	6							1024	2				
Intel	Pentium M	Dothan	730		1600			1	1					P6:Banias	x86-32		SSE2			5	2	3	2	5	3	40						40	40	40		1			P1262	2003	CMOS	0.09	0.053	7							1024	2				
Intel	Pentium M	Dothan	750		1867			1	1					P6:Banias	x86-32		SSE2			5	2	3	2	5	3	40						40	40	40		1			P1262	2003	CMOS	0.09	0.053	7							1024	2				
Intel	Pentium M	Dothan	755		2000			1	1					P6:Banias	x86-32		SSE2			5	2	3	2	5	3	40						40	40	40		1			P1262	2003	CMOS	0.09	0.053	7							1024	2				
Intel	Pentium M	Dothan	760		2000			1	1					P6:Banias	x86-32		SSE2			5	2	3	2	5	3	40						40	40	40		1			P1262	2003	CMOS	0.09	0.053	7							1024	2				
Intel	Pentium M	Dothan	780		2266			1	1					P6:Banias	x86-32		SSE2			5	2	3	2	5	3	40						40	40	40		1			P1262	2003	CMOS	0.09	0.053	7							1024	2				
Intel	Pentium M	Banias			1300			1	1	22	32	77	83	P6:Banias	x86-32		SSE2			5	2	3	2	5	3	40						40	40	40		1			Px60	2002	CMOS	0.13	0.07	6							1024	2			0.956	1.388
Intel	Pentium M	Banias			900			1	1	7	32	77	83	P6:Banias	x86-32		SSE2			5	2	3	2	5	3	40						40	40	40		1			Px60	2002	CMOS	0.13	0.07	6							1024	2			0.844	1.004
Intel	Pentium MMX	P55C		1997-01-01	200			1	1	7.3		4.5	140	P5	x86-32		MMX	6	5	2	2		1	3						256		40						1		1997	CMOS	0.28									1024	2			2.8	2.8
Intel	Pentium MMX	P55C		1997-06-01	233			1	1	7.9			140	P5	x86-32		MMX	6	5	2	2		1	3						256		40						1		1997	CMOS	0.28									1024	2			2.8	2.8
Intel	Pentium Pro				150			1	1																															1995	BICMOS	0.5	0.5								1024	2				
Intel	Pentium Pro				166			1	1																														P854.3	1994	BICMOS	0.35	0.25	4		3.3					1024	2				
Intel	Pentium Pro				180			1	1																														P854.3	1994	BICMOS	0.35	0.25	4		3.3					1024	2				
Intel	Pentium Pro			1995-11-01	200			1	1																														P854.3	1994	BICMOS	0.35	0.25	4		3.3					1024	2				
Intel	Xeon	Conroe	3040	2007-01-01	1860			1	1	65	64	167	111	Core:Conroe	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1			P1264	2005	CMOS	0.065	0.035	8							1024	2			1.225	1.325
Intel	Xeon	Conroe	3050	2007-01-01	2133			1	2	65	64	167	111	Core:Conroe	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1			P1264	2005	CMOS	0.065	0.035	8							1024	2			1.225	1.325
Intel	Xeon	Conroe	3060	2007-10-01	2400			1	1	65	64	291	143	Core:Conroe	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1			P1264	2005	CMOS	0.065	0.035	8							1024	2			0.85	1.3625
Intel	Xeon	Conroe	3065	2007-10-01	2333			1	2	65	64	291	143	Core:Conroe	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1			P1264	2005	CMOS	0.065	0.035	8							1024	2			0.85	1.3625
Intel	Xeon	Conroe	3070	2007-10-01	2660			1	2	65	64	291	143	Core:Conroe	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1			P1264	2005	CMOS	0.065	0.035	8							1024	2			0.85	1.3625
Intel	Xeon	Conroe	3075	2007-10-01	2660			1	2	65	64	291	143	Core:Conroe	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1			P1264	2005	CMOS	0.065	0.035	8							1024	2			0.85	1.3625
Intel	Xeon	Conroe	3085	2007-10-01	3000			1	2	65	64	291	143	Core:Conroe	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1			P1264	2005	CMOS	0.065	0.035	8							1024	2			0.85	1.3625
Intel	Xeon	Dempsey	5050		3000			1	2																														P1264	2005	CMOS	0.065	0.035	8							1024	2				
Intel	Xeon	Dempsey	5080		3733			1	2																														P1264	2005	CMOS	0.065	0.035	8							1024	2				
Intel	Xeon	Woodcrest	5110	2006-06-01	1600			1	2	65	64	291	143																										P1264	2005	CMOS	0.065	0.035	8							1024	2			1	1.5
Intel	Xeon	Woodcrest	5120	2006-06-01	1866			1	2	65	64	291	143																										P1264	2005	CMOS	0.065	0.035	8							1024	2			1	1.5
Intel	Xeon	Woodcrest	5130	2006-06-01	2000			1	2	65	64	291	143																										P1264	2005	CMOS	0.065	0.035	8							1024	2			1	1.5
Intel	Xeon	Woodcrest	5140	2006-06-01	2333			1	2	65	64	291	143																										P1264	2005	CMOS	0.065	0.035	8							1024	2			1	1.5
Intel	Xeon	Woodcrest	5150	2006-06-01	2660			1	2	65	64	291	143																										P1264	2005	CMOS	0.065	0.035	8							1024	2			1	1.5
Intel	Xeon	Woodcrest	5160	2006-06-01	3000			1	2	80	64	291	143																										P1264	2005	CMOS	0.065	0.035	8							1024	2			1	1.5
Intel	Xeon	Paxville	7020		2660			1	1																														P1264	2005	CMOS	0.065	0.035	8							1024	2				
Intel	Xeon	Paxville	7041		3000			1	1																														P1264	2005	CMOS	0.065	0.035	8							1024	2				
Intel	Xeon	Tulsa	7110M	2006-08-01	2600			1	2	95	64																												P1264	2005	CMOS	0.065	0.035	8							1024	2			1.1	1.35
Intel	Xeon	Tulsa	7120M	2006-08-01	3000			1	2	95	64																												P1264	2005	CMOS	0.065	0.035	8							1024	2			1.1	1.35
Intel	Xeon	Tulsa	7130M	2006-08-01	3200			1	2	150	64																												P1264	2005	CMOS	0.065	0.035	8							1024	2			1.1	1.35
Intel	Xeon	Tulsa	7140M	2006-08-01	3400			1	2	150	64																												P1264	2005	CMOS	0.065	0.035	8							1024	2			1.1	1.35
Intel	Xeon	Wolfdale	E3110	2008-01-01	3000			1	2	65	64	410	107	Core:Wolfdale	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.3625
Intel	Xeon	Wolfdale	E3113		3000			1	2	65	64			Core:Wolfdale	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.95	1.21
Intel	Xeon	Wolfdale	E3120	2008-07-01	3166			1	2	65	64	410	107	Core:Wolfdale	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2				1.3625
Intel	Xeon	Wolfdale-DP	E5205	2007-11-01	1860			1	2	65	64	410	107	Core:Wolfdale	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.95	1.212
Intel	Xeon	Clovertown	E5310	2006-11-01	1600			1	4	80	64	582	286																										P1264	2005	CMOS	0.065	0.035	8							1024	2			1	1.5
Intel	Xeon	Clovertown	E5320	2006-11-01	1860			1	4	80	64	582	286																										P1264	2005	CMOS	0.065	0.035	8							1024	2			1	1.5
Intel	Xeon	Clovertown	E5335	2006-12-01	2000			1	4	80	64	582	286																										P1264	2005	CMOS	0.065	0.035	8							1024	2			1	1.5
Intel	Xeon	Clovertown	E5345	2006-11-01	2330			1	4	80	64	582	286																										P1264	2005	CMOS	0.065	0.035	8							1024	2			1	1.5
Intel	Xeon	Harpertown	E5405	2007-11-01	2000			1	4	80	64	820	214	Core:Wolfdale	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.35
Intel	Xeon	Harpertown	E5410	2007-11-01	2330			1	4	80	64	820	214	Core:Wolfdale	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.35
Intel	Xeon	Harpertown	E5420	2007-11-01	2500			1	4	80	64	820	214	Core:Wolfdale	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.35
Intel	Xeon	Harpertown	E5430	2007-11-01	2660			1	4	80	64	820	214	Core:Wolfdale	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.35
Intel	Xeon	Harpertown	E5440	2007-11-01	2830			1	4	80	64	820	214	Core:Wolfdale	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.35
Intel	Xeon	Harpertown	E5450	2007-11-01	3000			1	4	120	64	820	214	Core:Wolfdale	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.35
Intel	Xeon	Harpertown	E5472	2007-11-01	3000			1	4	80	64	820	214	Core:Wolfdale	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.35
Intel	Xeon	Gainestown	E5502	2009-03-01	1867			1	2	80	64		263	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2008	CMOS	0.045	0.035	9							1024	2			0.75	1.35
Intel	Xeon	Gainestown	E5503	2009-03-01	2000			1	2	80	64		263	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2008	CMOS	0.045	0.035	9							1024	2			0.75	1.35
Intel	Xeon	Gainestown	E5504	2009-03-01	2000			1	4	80	64		263	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2008	CMOS	0.045	0.035	9							1024	2			0.75	1.35
Intel	Xeon	Gainestown	E5506	2009-03-01	2130			1	4	80	64		263	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2008	CMOS	0.045	0.035	9							1024	2			0.75	1.35
Intel	Xeon	Gainestown	E5507	2010-01-01	2260			1	4	80	64		263	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2008	CMOS	0.045	0.035	9							1024	2			0.75	1.35
Intel	Xeon	Gainestown	E5520	2009-03-01	2260			2	4	80	64		263	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2008	CMOS	0.045	0.035	9							1024	2			0.75	1.35
Intel	Xeon	Gainestown	E5530	2009-03-01	2400			2	4	80	64		263	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2008	CMOS	0.045	0.035	9							1024	2			0.75	1.35
Intel	Xeon	Gainestown	E5540	2009-03-01	2530			2	4	80	64		263	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2008	CMOS	0.045	0.035	9							1024	2			0.75	1.35
Intel	Xeon	Gulftown	E5620	2010-03-01	2400			2	4	80	64			Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2010	CMOS	0.032	0.018	9			0.37				1024	2			0.8	1.3
Intel	Xeon	Gulftown	E5630	2010-03-01	2530			2	4	80	64			Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2010	CMOS	0.032	0.018	9			0.37				1024	2			0.8	1.3
Intel	Xeon	Gulftown	E5640	2010-03-01	2670			2	4	80	64			Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2010	CMOS	0.032	0.018	9			0.37				1024	2			0.8	1.3
Intel	Xeon	Jasper Forest	EC5549	2010-02-10	2533			2	4	85				Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2008	CMOS	0.045	0.035	9							1024	2			1	1.5
Intel	Xeon	Wolfdale	L3110	2009-01-01	3000			1	2	65	64	820	214	Core:Wolfdale	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.3625
Intel	Xeon	Yorkfield	L3360	2009-02-01	2833			1	4	65	64	820	214	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2008	CMOS	0.045	0.035	9							1024	2			0.8625	1.212
Intel	Xeon	Clarkdale	L3406	2010-03-01	2267			1	2	30	64	382	81	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2010	CMOS	0.032	0.018	9			0.37				1024	2			0.65	1.4
Intel	Xeon	Lynnfield	L3426	2009-09-01	1867			2	4	45	64	774	296	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2008	CMOS	0.045	0.035	9							1024	2			0.65	1.4
Intel	Xeon	Wolfdale	L5215		1860			1	2	20	64	410	107	Core:Wolfdale	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.35
Intel	Xeon	Wolfdale	L5240	2008-03-01	3000			1	2	40	64	410	107	Core:Wolfdale	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.35
Intel	Xeon	Clovertown	L5320	2007-03-01	1860			1	4	50	64	582	286																										P1264	2005	CMOS	0.065	0.035	8							1024	2			1.1	1.325
Intel	Xeon	Harpertown	L5408	2008-02-27	2133			1	4	40	64	820	214																											2008	CMOS	0.045	0.035	9							1024	2			0.85	1.35
Intel	Xeon	Harpertown	L5410	2008-03-01	2330			1	4	50	64	820	214	Core:Wolfdale	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.35
Intel	Xeon	Harpertown	L5420	2008-03-01	2500			1	4	50	64	820	214	Core:Wolfdale	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.35
Intel	Xeon	Gainestown	L5520	2009-03-01	2260			1	4	60	64	731	263	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2008	CMOS	0.045	0.035	9							1024	2			0.75	1.35
Intel	Xeon	Gainestown	L5609	2010-03-01	1860			1	4	40	64			Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2008	CMOS	0.045	0.035	9							1024	2			0.8	1.3
Intel	Xeon	Gainestown	L5630	2010-03-01	2130			2	4	40	64			Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2010	CMOS	0.032	0.018	9			0.37				1024	2			0.75	1.35
Intel	Xeon	Gainestown	L5640	2010-03-01	2266			2	6	60	64			Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2010	CMOS	0.032	0.018	9			0.37				1024	2			0.75	1.35
Intel	Xeon	Bloomfield	W3503	2009-03-01	2400			1	2	130	64			Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2008	CMOS	0.045	0.035	9							1024	2			0.8	1.225
Intel	Xeon	Bloomfield	W3505	2009-03-01	2533			1	2	130	64			Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2008	CMOS	0.045	0.035	9							1024	2			0.8	1.225
