vendor	family	codeName	model	date	clock	maxClock	mips	threadsPerCore	cores	thermalPower	busWidth	transistors	dieSize	arch:name	arch:isa	arch:isaVersion	arch:isaExtensions	arch:fpPipestages	arch:intPipestages	arch:maxUopIssuedPerCycle	arch:ifu	arch:lsfu	arch:fpfu	arch:tfu	arch:maxInstDecoded	arch:robSize	arch:iwindow	arch:ifQueue	arch:bhtSize	arch:btbSize	arch:bpAcc	arch:archIntReg	arch:archFpReg	arch:totalArchReg	arch:fpCoproc	arch:outOfOrder	arch:memoryBw	arch:integratedMc	technology:name	technology:year	technology:technology	technology:featureSize	technology:channelLength	technology:metalLayers	technology:metal	technology:vddNom	technology:vth	cache:L1	cache:L1I	cache:L1D	cache:L2	cache:L2Cores	cache:L3	cache:L3Cores	vdd:low	vdd:high
Intel	Core 2 Duo	Conroe	E6600	2006-07-01	2400			1	2	65	64	291	143	Core:Conroe	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1			P1264	2005	CMOS	0.065	0.035	8							1024	2			0.85	1.5
Intel	Core 2 Duo	Conroe	E6700	2006-07-01	2667			1	2	65	64	291	143	Core:Conroe	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1			P1264	2005	CMOS	0.065	0.035	8							1024	2			0.85	1.5
Intel	Core 2 Duo	Conroe	E6750	2007-07-01	2666			1	2	65	64	291	143	Core:Conroe	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1			P1264	2005	CMOS	0.065	0.035	8							1024	2			0.85	1.5
Intel	Core 2 Duo	Conroe	E6850	2007-07-01	3000			1	2	65	64	291	143	Core:Conroe	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1			P1264	2005	CMOS	0.065	0.035	8							1024	2			0.85	1.5
Intel	Core 2 Duo	Wolfdale-3M	E7200	2008-04-01	2533			1	2	65	64	420	107	Core:Wolfdale	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.3625
Intel	Core 2 Duo	Wolfdale-3M	E7300	2008-08-01	2666			1	2	65	64	420	107	Core:Wolfdale	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.3625
Intel	Core 2 Duo	Wolfdale-3M	E7400	2008-10-01	2800			1	2	65	64	420	107	Core:Wolfdale	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.3625
Intel	Core 2 Duo	Wolfdale-3M	E7500	2009-01-01	2930			1	2	65	64	420	107	Core:Wolfdale	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.3625
Intel	Core 2 Duo	Wolfdale-3M	E7600	2009-05-01	3066			1	2	65	64	420	107	Core:Wolfdale	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.3625
Intel	Core 2 Duo	Wolfdale	E8200	2008-01-01	2667			1	2	65	64	410	107	Core:Wolfdale	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.3625
Intel	Core 2 Duo	Wolfdale	E8400	2008-01-01	3000			1	2	65	64	410	107	Core:Wolfdale	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.3625
Intel	Core 2 Duo	Wolfdale	E8500	2008-01-01	3166			1	2	65	64	410	107	Core:Wolfdale	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.3625
Intel	Core 2 Duo	Wolfdale	E8600	2008-08-01	3333			1	2	65	64	410	107	Core:Wolfdale	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.3625
Intel	Core 2 Duo	Penryn-3M	P8400	2008-06-01	2266			1	2	25	64	410	107	Core:Penryn	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			1	1.25
Intel	Core 2 Duo	Penryn-3M	P8600	2008-06-13	2400			1	2					Core:Penryn	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2				
Intel	Core 2 Duo	Penryn-3M	SU9400	2008-09-01	1400			1	2	10	64	410	107	Core:Penryn	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			1.05	1.15
Intel	Core 2 Duo	Merom	T5500	2006-08-28	1667			1	2	34	64	291	143	Core:Merom	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1			P1264	2005	CMOS	0.065	0.035	8							1024	2			1.0375	1.3
Intel	Core 2 Duo	Merom	T7100	2008-05-01	1800			1	2	35	64	291	143	Core:Merom	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1			P1264	2005	CMOS	0.065	0.035	8							1024	2			0.9	1.175
Intel	Core 2 Duo	Merom	T7200	2006-08-28	2000			1	2	34	64	291	143	Core:Merom	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1			P1264	2005	CMOS	0.065	0.035	8							1024	2			1.0375	1.3
Intel	Core 2 Duo	Merom	T7400	2006-08-01	2167			1	2	34	64	291	143	Core:Merom	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1			P1264	2005	CMOS	0.065	0.035	8							1024	2			1.0375	1.3
Intel	Core 2 Duo	Merom	T7600	2006-08-01	2333			1	2	34	64	291	143	Core:Merom	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1			P1264	2005	CMOS	0.065	0.035	8							1024	2			1.0375	1.3
Intel	Core 2 Duo	Merom	T7700	2007-05-01	2400			1	2	35	64	291	143	Core:Merom	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1			P1264	2005	CMOS	0.065	0.035	8							1024	2			1.0375	1.3
Intel	Core 2 Duo	Merom	T7800	2007-09-01	2600			1	2	35	64	291	143	Core:Merom	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1			P1264	2005	CMOS	0.065	0.035	8							1024	2			1.0375	1.3
Intel	Core 2 Duo	Penryn	T9400	2008-07-01	2533			1	2	35	64	410	107	Core:Penryn	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			1.05	1.162
Intel	Core 2 Duo	Penryn	T9500	2008-01-01	2600			1	2	35	64	410	107	Core:Penryn	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			1.062	1.15
Intel	Core 2 Duo	Penryn	T9600		2800			1	2		64			Core:Penryn	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2				
Intel	Core 2 Duo	Penryn	T9900	2009-04-01	3066			1	2	35	64	410	107	Core:Penryn	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			1.05	1.2125
Intel	Core 2 Duo	Merom	U7600		1200			1	2					Core:Merom	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1			P1264	2005	CMOS	0.065	0.035	8							1024	2				
Intel	Core 2 Extreme	Conroe XE	X6800	2006-07-01	2933			1	2	75	64	291	143	Core:Conroe	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1			P1264	2005	CMOS	0.065	0.035	8							1024	2			0.85	1.5
Intel	Core 2 Extreme	Merom	X7800		2600			1	2					Core:Merom	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1			P1264	2005	CMOS	0.065	0.035	8							1024	2				
Intel	Core 2 Extreme	Merom	X7900	2007-08-01	2800			1	2	44	64	291	143	Core:Merom	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1			P1264	2005	CMOS	0.065	0.035	8							1024	2			1.0375	1.3
Intel	Core 2 Extreme	Penryn	X9000	2008-01-01	2800			1	2	44	64	410	107	Core:Penryn	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			1.062	1.15
Intel	Core 2 Quad	Kentsfield	Q6600	2007-01-01	2400			1	4	105	64	582	286	Core:Kentsfield	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1			P1264	2005	CMOS	0.065	0.035	8							1024	2			1.1	1.372
Intel	Core 2 Quad	Kentsfield	Q6700	2007-04-01	2667			1	4	105	64	582	286	Core:Kentsfield	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1			P1264	2005	CMOS	0.065	0.035	8							1024	2			1.1	1.372
Intel	Core 2 Quad	Yorkfield	Q8200	2008-08-01	2333			1	4	95	64	456	164	Core:Yorkfield	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.3625
Intel	Core 2 Quad	Yorkfield	Q8300	2008-11-01	2500			1	4	95	64	456	164	Core:Yorkfield	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.3625
Intel	Core 2 Quad	Yorkfield	Q8400	2009-04-01	2666			1	4	95	64	456	164	Core:Yorkfield	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.3625
Intel	Core 2 Quad	Yorkfield	Q9300	2008-03-01	2500			1	4	95	64	456	164	Core:Yorkfield	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.3625
Intel	Core 2 Quad	Yorkfield	Q9400	2008-08-01	2666			1	4	95	64	456	164	Core:Yorkfield	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.3625
Intel	Core 2 Quad	Yorkfield	Q9450	2008-03-01	2667			1	4	95	64	820	214	Core:Yorkfield	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.3625
Intel	Core 2 Quad	Yorkfield	Q9550	2008-03-01	2833			1	4	95	64	820	214	Core:Yorkfield	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.3625
Intel	Core 2 Quad	Yorkfield	Q9650	2008-08-01	3000			1	4	95	64	820	214	Core:Yorkfield	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.3625
Intel	Core 2 Quad Extreme	Kentsfield	QX6700	2006-08-01	2667			1	4	130	64	291	143	Core:Kentsfield	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1			P1264	2005	CMOS	0.065	0.035	8							1024	2			1.34	1.34
Intel	Core 2 Quad Extreme	Kentsfield	QX6800	2007-04-01	2933			1	4	130	64	582	286	Core:Kentsfield	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1			P1264	2005	CMOS	0.065	0.035	8							1024	2			1.1	1.372
Intel	Core 2 Quad Extreme	Kentsfield	QX6850	2007-07-01	3000			1	4	130	64	582	286	Core:Kentsfield	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1			P1264	2005	CMOS	0.065	0.035	8							1024	2			1.1	1.372
Intel	Core 2 Quad Extreme	Kentsfield	QX9300	2008-08-01	2530			1	4	45	64	820	214	Core:Kentsfield	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			1.05	1.175
Intel	Core 2 Quad Extreme	Kentsfield	QX9650	2007-11-01	3000			1	4	130	64	820	214	Core:Kentsfield	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.3625
Intel	Core 2 Quad Extreme	Kentsfield	QX9770	2008-03-01	3200			1	4	136	64	820	214	Core:Kentsfield	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.3625
Intel	Core 2 Solo	Penryn-L	SU3500	2009-04-01	1400			1	1	5.5	64	410	107	Core:Penryn	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			1.05	1.15
Intel	Core Duo	Yonah	T2300		1667			1	2					P6:Yonah	x86-32		SSE3		12	5					3	80	24									1			P1264	2005	CMOS	0.065	0.035	8							1024	2				
Intel	Core Duo	Yonah	T2400	2006-01-01	1833			1	2	31	32	151	90	P6:Yonah	x86-32		SSE3		12	5					3	80	24									1			P1264	2005	CMOS	0.065	0.035	8							1024	2			0.762	1.3
Intel	Core Duo	Yonah	T2500		2000			1	2					P6:Yonah	x86-32		SSE3		12	5					3	80	24									1			P1264	2005	CMOS	0.065	0.035	8							1024	2				
Intel	Core Duo	Yonah	T2600	2006-01-01	2167			1	2	31	32	151	90	P6:Yonah	x86-32		SSE3		12	5					3	80	24									1			P1264	2005	CMOS	0.065	0.035	8							1024	2			0.762	1.3
Intel	Core Duo	Yonah	T2700	2006-06-01	2333			1	2	31	32	151	90	P6:Yonah	x86-32		SSE3		12	5					3	80	24									1			P1264	2005	CMOS	0.065	0.035	8							1024	2			0.762	1.3
Intel	Core i3	Arrandale	330M	2010-01-07	2130			2	2	35	64	382	81	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2008	CMOS	0.045	0.035	9							1024	2			0.775	1.4
Intel	Core i3	Arrandale	380M	2010-09-26	2530			2	2	35	64	382	81	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2008	CMOS	0.045	0.035	9							1024	2			0.775	1.4
Intel	Core i3	Clarkdale	530	2010-01-01	2933			2	2	73	64	382	81	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2010	CMOS	0.032	0.018	9			0.37				1024	2			0.65	1.4
Intel	Core i3	Clarkdale	540	2010-01-01	3067			2	2	73	64	382	81	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2010	CMOS	0.032	0.018	9			0.37				1024	2			0.65	1.4
Intel	Core i3	Clarkdale	550	2010-05-01	3200			1	2	73	64	382	81	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2010	CMOS	0.032	0.018	9			0.37				1024	2			0.65	1.4
Intel	Core i3	Clarkdale	560	2010-08-01	3333			1	2	73	64	382	81	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2010	CMOS	0.032	0.018	9			0.37				1024	2			0.65	1.4
Intel	Core i5	Arrandale	460M	2010-09-26	2530			2	2	35	64	177	81	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2010	CMOS	0.032	0.018	9			0.37				1024	2			0.775	1.4
Intel	Core i5	Clarkdale	520E	2010-01-01	2400			2	2	35	64	381	81	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2010	CMOS	0.032	0.018	9			0.37				1024	2			0.65	1.4
Intel	Core i5	Arrandale	560M	2010-09-26	2667			2	2	35	64	177	81	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2010	CMOS	0.032	0.018	9			0.37				1024	2			0.775	1.4
Intel	Core i5	Clarkdale	650	2010-01-01	3200			1	2	73	64	382	81	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2010	CMOS	0.032	0.018	9			0.37				1024	2			0.65	1.4
Intel	Core i5	Clarkdale	660	2010-01-01	3333			1	2	73	64	382	81	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2010	CMOS	0.032	0.018	9			0.37				1024	2			0.65	1.4
Intel	Core i5	Clarkdale	661	2010-01-01	3333			2	2	87	64	382	81	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2010	CMOS	0.032	0.018	9			0.37				1024	2			0.65	1.4
Intel	Core i5	Clarkdale	670	2010-01-01	3467			2	2	73	64	382	81	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2010	CMOS	0.032	0.018	9			0.37				1024	2			0.65	1.4
Intel	Core i5	Clarkdale	680	2010-04-01	3600			1	2	73	64	382	81	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2010	CMOS	0.032	0.018	9			0.37				1024	2			0.65	1.4
Intel	Core i5	Lynnfield	750	2009-09-01	2667			1	4	95	64	774	296	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2008	CMOS	0.045	0.035	9							1024	2			0.762	1.4
Intel	Core i7	Sandy Bridge	2600	2011-01-09	3400			2	4	95	64	995	216	Sandy Bridge	x86-64		SSE4.2,AVX			6	3	3	3	5	6	168										1				2010	CMOS	0.032	0.018	9			0.37				1024	2				
Intel	Core i7	Arrandale	610E	2010-01-01	2533			2	2	35	64	382	81	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2010	CMOS	0.032	0.018	9			0.37				1024	2			0.775	1.4
Intel	Core i7	Clarksfield	720QM	2009-09-23	1600			2	4	45	64	774	296	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2008	CMOS	0.045	0.035	9							1024	2			0.65	1.4
Intel	Core i7	Lynnfield	860	2009-09-01	2800			1	4	95	64	774	296	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2008	CMOS	0.045	0.035	9							1024	2			0.65	1.4
Intel	Core i7	Lynnfield	870	2009-09-01	2933			1	4	95	64	774	296	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2008	CMOS	0.045	0.035	9							1024	2			0.65	1.4
Intel	Core i7	Bloomfield	920	2008-11-01	2667			2	4	130	64	731	263	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2008	CMOS	0.045	0.035	9							1024	2			0.8	1.375
Intel	Core i7	Bloomfield	940	2008-11-01	2933			2	4	130	64	731	263	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2008	CMOS	0.045	0.035	9							1024	2			0.8	1.375
Intel	Core i7	Bloomfield	950	2009-05-01	3060			2	4	130	64	731	263	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2008	CMOS	0.045	0.035	9							1024	2			0.8	1.375
Intel	Core i7	Bloomfield	965	2008-11-01	3200			2	4	130	64	731	263	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2008	CMOS	0.045	0.035	9							1024	2			0.8	1.375
Intel	Core i7	Gulftown	965X	2008-10-01	3200			2	4	130	64	731	263	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2008	CMOS	0.045	0.035	9							1024	2			0.8	1.375
Intel	Core i7	Bloomfield	975	2009-05-01	3333			2	4	130	64	731	263	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2008	CMOS	0.045	0.035	9							1024	2			0.8	1.375
Intel	Core i7	Bloomfield	975X	2009-05-01	3333			2	4	130	64	731	263	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2008	CMOS	0.045	0.035	9							1024	2			0.8	1.375
Intel	Core i7	Gulftown	980X	2010-03-01	3333			2	6	130	64	1170	248	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2010	CMOS	0.032	0.018	9			0.37				1024	2			0.8	1.375
Intel	Itanium	Merced			733			1	1					Merced	IA-64			8	8	11	2	4	2	11	6		6	24	20000	64		6400	128						P858	1999	CMOS	0.18	0.13	6							1024	2				
Intel	Itanium	Merced		2001-05-01	800			1	1	130	64	25	300	Merced	IA-64			8	8	11	2	4	2	11	6		6	24	20000	64		6400	128						P858	1999	CMOS	0.18	0.13	6							1024	2			1.65	1.65
Intel	Itanium 2	Montecito	9015		1400			1	2					Montecito																									P1262	2003	CMOS	0.09	0.053	7							1024	2				
Intel	Itanium 2	Montecito	9020		1600			1	2					Montecito																									P1262	2003	CMOS	0.09	0.053	7							1024	2				
Intel	Itanium 2	Montecito	9040		1600			1	2					Montecito																									P1262	2003	CMOS	0.09	0.053	7							1024	2				
Intel	Itanium 2	Montecito	9050		1600			1	2					Montecito																									P1262	2003	CMOS	0.09	0.053	7							1024	2				
Intel	Itanium 2	Montvale	9120N	2007-10-01	1400			2	2	104	64	1720	596	Montvale	IA-64																								P1262	2003	CMOS	0.09	0.053	7							1024	2				
Intel	Itanium 2	Montvale	9140M		1666			2	2					Montvale	IA-64																								P1262	2003	CMOS	0.09	0.053	7							1024	2				
Intel	Itanium 2	Montvale	9150N	2007-10-01	1600			2	2	104	64	1720	596	Montvale	IA-64																								P1262	2003	CMOS	0.09	0.053	7							1024	2				
Intel	Itanium 2	Montvale	9152M	2007-10-01	1666			2	2	104	64	1720	596	Montvale	IA-64																								P1262	2003	CMOS	0.09	0.053	7							1024	2				
Intel	Itanium 2	Mckinley		2002-07-01	1000			1	1	130		221	421	Mckinley	IA-64			10	10	20	4	2	4	17	6		6	24	20000	64		1064	128						P858	1999	CMOS	0.18	0.13	6							1024	2			1.5	1.5
Intel	Itanium 2	Madison			1300			1	1					Madison	IA-64																								Px60	2002	CMOS	0.13	0.07	6							1024	2				
Intel	Itanium 2	Madison			1400			1	1					Madison	IA-64																								Px60	2002	CMOS	0.13	0.07	6							1024	2				
Intel	Itanium 2	Madison			1496			1	1					Madison	IA-64																								Px60	2002	CMOS	0.13	0.07	6							1024	2				
Intel	Itanium 2	Madison			1500			1	1					Madison	IA-64																								Px60	2002	CMOS	0.13	0.07	6							1024	2				
Intel	Itanium 2	Madison			1596			1	1					Madison	IA-64																								Px60	2002	CMOS	0.13	0.07	6							1024	2				
Intel	Itanium 2	Madison		2004-11-01	1600			1	1	130		592	432	Madison	IA-64																								Px60	2002	CMOS	0.13	0.07	6							1024	2			1.2	1.2
Intel	Itanium 2	Madison			1666			1	1					Madison	IA-64																								Px60	2002	CMOS	0.13	0.07	6							1024	2				
Intel	Itanium 2	Mckinley			900			1	1					Mckinley	IA-64			10	10	20	4	2	4	17	6		6	24	20000	64		1064	128						P858	1999	CMOS	0.18	0.13	6							1024	2				
Intel	Pentium	P54C		1994-07-01	100			1	1	3.9			148	P5	x86-32		MMX	6	5	2	2		1	3						256		40						1		1994	BICMOS	0.6	0.6	4		3.3					1024	2			3.3	3.3
Intel	Pentium	P54LM		1995-03-01	120			1	1	5.1			91	P5	x86-32		MMX	6	5	2	2		1	3						256		40						1		1994	BICMOS	0.6	0.6	4		3.3					1024	2			3.3	3.3
Intel	Pentium	P54CS		1995-06-01	133			1	1	4.3		3.3	83	P5	x86-32		MMX	6	5	2	2		1	3						256		40						1	P854.3	1994	BICMOS	0.35	0.25	4		3.3					1024	2			3.3	3.3
Intel	Pentium	P54CS			150			1	1					P5	x86-32		MMX	6	5	2	2		1	3						256		40						1	P854.3	1994	BICMOS	0.35	0.25	4		3.3					1024	2			3.3	3.3
Intel	Pentium	P54CS		1996-06-01	166			1	1	5.4			83	P5	x86-32		MMX	6	5	2	2		1	3						256		40						1	P854.3	1994	BICMOS	0.35	0.25	4		3.3					1024	2			3.3	3.3
Intel	Pentium	Tillamook		1996-06-01	200			1	1	6.5			83	P5	x86-32		MMX	6	5	2	2		1	3						256		40						1	P856	1997	CMOS	0.25	0.2	5							1024	2			3.3	3.3
Intel	Pentium	Tillamook			233			1	1					P5	x86-32		MMX	6	5	2	2		1	3						256		40						1	P856	1997	CMOS	0.25	0.2	5							1024	2				
Intel	Pentium	P5		1993-03-01	60			1	1	13	32	3.2	294	P5	x86-32		MMX	6	5	2	2		1	3						256		40						1		1992	BICMOS	0.8	0.8								1024	2			5	5
Intel	Pentium	P5		1993-03-01	66			1	1	13	32	3.2	294	P5	x86-32		MMX	6	5	2	2		1	3						256		40						1		1992	BICMOS	0.8	0.8								1024	2			5	5
Intel	Pentium	P54C			75			1	1					P5	x86-32		MMX	6	5	2	2		1	3						256		40						1		1994	BICMOS	0.6	0.6	4		3.3					1024	2				
Intel	Pentium	P54C			90			1	1					P5	x86-32		MMX	6	5	2	2		1	3						256		40						1		1994	BICMOS	0.6	0.6	4		3.3					1024	2				
Intel	Pentium	Allendale	E2140	2007-06-01	1600			1	2	65	64	105	77	Core:Conroe	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1			P1264	2005	CMOS	0.065	0.035	8							1024	2			1.162	1.312
Intel	Pentium	Allendale	E2160	2007-06-01	1800			1	2	65	64	105	77	Core:Conroe	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1			P1264	2005	CMOS	0.065	0.035	8							1024	2			1.162	1.312
Intel	Pentium	Allendale	E2200	2007-12-01	2200			1	2	65	64	105	77	Core:Conroe	x86-64		SSE3		14	6	5	2	4		5	96	32					8533				1			P1264	2005	CMOS	0.065	0.035	8							1024	2			0.85	1.5
Intel	Pentium	Wolfdale	E5200	2008-08-01	2500			1	2	65	64	228	82	Core:Wolfdale	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.3625
Intel	Pentium	Wolfdale	E5300	2008-11-01	2600			1	2	65	64	228	82	Core:Wolfdale	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			0.85	1.3625
Intel	Pentium	Clarkdale	G6950	2010-01-01	2800			1	2	73	64	382	81	Nehalem	x86-64		SSE4.2	16	16	5	3	2	3	5	4	128	36	18				38400				1		1		2010	CMOS	0.032	0.018	9			0.37				1024	2			0.65	1.4
Intel	Pentium	Penryn	SU2700	2009-05-01	1300			1	1	10	64	410	107	Core:Penryn	x86-64		SSE4.1		14	6	5	2	4		5	96	32					8533				1				2008	CMOS	0.045	0.035	9							1024	2			1.05	1.15
Intel	Pentium 4	Prescott	520		2800			2	1					NetBurst:Prescott	x86-32		SSE3		31	6	3	2	2	7	1	126			4096			128	128	256		1	6400	1	P1262	2003	CMOS	0.09	0.053	7							1024	2				
Intel	Pentium 4	Prescott	521		2800			2	1					NetBurst:Prescott	x86-32		SSE3		31	6	3	2	2	7	1	126			4096			128	128	256		1	6400	1	P1262	2003	CMOS	0.09	0.053	7							1024	2				
Intel	Pentium 4	Prescott	530		3000			2	1					NetBurst:Prescott	x86-32		SSE3		31	6	3	2	2	7	1	126			4096			128	128	256		1	6400	1	P1262	2003	CMOS	0.09	0.053	7							1024	2				
Intel	Pentium 4	Prescott	531		3000			2	1					NetBurst:Prescott	x86-32		SSE3		31	6	3	2	2	7	1	126			4096			128	128	256		1	6400	1	P1262	2003	CMOS	0.09	0.053	7							1024	2				
Intel	Pentium 4	Prescott	560	2004-06-21	3600			2	1	115			112	NetBurst:Prescott	x86-32		SSE3		31	6	3	2	2	7	1	126			4096			128	128	256		1	6400	1	P1262	2003	CMOS	0.09	0.053	7							1024	2			1.2	1.425
Intel	Pentium 4	Prescott	570		3800			2	1					NetBurst:Prescott	x86-32		SSE3		31	6	3	2	2	7	1	126			4096			128	128	256		1	6400	1	P1262	2003	CMOS	0.09	0.053	7							1024	2				
